intake_id,analysis_team,assigned_to,assigned_specialist,tester_completed_by,status,received_on,specialist_assigned_on,actual_start,delivered_on,actual_end,effort_level,project_flag,total_tat_days,assignment_tat_days,pre_work_tat_days,execution_tat_days,closure_tat_days,primary_employee,employee_id,employee_type,active_status,effort_score,project_score,team_median_tat,team_tat_score,complexity_weight_raw,complexity_weight,month,avg_concurrent_requests,employee_median_tat,relative_tat,effectiveness_score
REQ-10484,Team A,E022,E022,E022,Completed,2024-08-05,2024-08-06 13:23:04.387144,2024-08-08 19:23:59.374852,2024-08-16 08:00:14.098876,2024-08-16 12:48:14.098876000,High,0,11.533496514768519,1.5576896660185187,2.2506364318055554,7.525170416944444,0.2,E022,E022,FTE,Active,3,0,6.8314159208854175,1.5,4.5,4.260869565217391,2024-08,1.45,8.140595107465277,1.1916409719070622,5.184666367821958
REQ-10485,Team F,E009,E009,E019,Completed,2025-02-16,2025-02-17 08:53:07.359980,2025-02-20 09:28:22.048762,2025-02-28 12:50:49.466047,2025-03-05 16:24:26.869654000,Medium,0,17.683644324699074,1.3702240738425926,3.024475564606482,8.140595107465277,5.148349578784722,E009,E009,FTE,Active,2,0,10.083046207471064,2.625,4.625,4.391304347826087,2025-02,1.75,8.168770140862268,0.8101490336134325,9.48564065357201
REQ-10486,Team D,E014,E014,E011,Completed,2025-03-23,2025-03-26 03:34:49.069824,2025-03-28 09:12:04.345212,2025-04-06 08:18:46.913719,2025-04-08 15:33:21.477562000,Low,1,16.648165249560186,3.149179048888889,2.2342045762500002,8.962992691053241,2.301788933368056,E014,E014,Shared Contractor,Active,1,4,7.707467308356481,1.875,6.875,6.739130434782608,2025-03,1.7647058823529411,7.758753411741898,1.006654079911544,11.813972006401265
REQ-10487,Team D,E011,E011,E002,Completed,2024-03-09,2024-03-09 16:10:23.752493,2024-03-09 23:22:23.752493,2024-03-19 04:56:30.446366,2024-03-19 14:28:37.202839000,Medium,0,10.60320836619213,0.673886024224537,0.3,9.232021919826389,0.3973004221412037,E011,E011,FTE,Active,2,0,7.707467308356481,1.875,3.875,3.608695652173913,2024-03,1.875,7.933169563703704,1.0292835825722562,6.573799934626947
REQ-10488,Team A,E024,E024,E024,Completed,2024-12-21,2024-12-23 14:02:39.991112,2024-12-23 21:14:39.991112,2025-01-02 00:42:22.063563,2025-01-03 08:13:07.056684000,Medium,1,13.342442785694445,2.5851850823148146,0.3,9.144236949664352,1.3130207537152778,E024,E024,FTE,Active,2,4,6.8314159208854175,1.5,7.5,7.391304347826087,2024-12,1.368421052631579,9.16785634474537,1.3420140789139843,7.53674393949545
REQ-10489,Team G,E010,E010,E011,Completed,2024-01-15,2024-01-16 13:14:05.680074,2024-01-19 01:47:40.433757,2024-01-27 05:10:07.851042,2024-01-28 17:09:35.871905500,Medium,0,13.71499851742477,1.5514546304861112,2.5233189083680556,8.140595107465277,1.4996298711053242,E010,E010,Dedicated Contractor,Inactive,2,0,5.228315591921296,0.375,2.375,2.0434782608695654,2024-01,1.5,8.140595107465277,1.557020605267973,1.9686427918382012
REQ-10490,Team C,E004,E004,E005,Completed,2025-06-07,2025-06-08 15:13:20.959697,2025-06-10 12:35:00.013431,2025-06-21 15:04:16.395670,2025-06-22 18:41:15.391160000,Low,1,15.77865036064815,1.634270366863426,1.8900353441435183,11.103661831469909,1.1506828181712963,E004,E004,Dedicated Contractor,Active,1,4,8.919905509016203,2.25,7.25,7.130434782608695,2025-06,1.4666666666666666,8.764955488929399,0.9826287374983758,10.642850768966076
REQ-10491,Team G,E020,E020,E020,Completed,2024-07-19,2024-07-19 15:15:52.464137,2024-07-21 08:02:18.518079,2024-07-27 14:52:30.836177,2024-07-29 16:52:43.693401000,High,0,10.7032834884375,0.6360238904745371,1.6989126613657408,6.284864792800926,2.0834821437962963,E020,E020,Shared Contractor,Active,3,0,5.228315591921296,0.375,3.375,3.0869565217391304,2024-07,1.55,9.131754784027779,1.7465959396441197,2.739490285126039
REQ-10492,Team F,E017,E017,E017,Completed,2025-03-02,2025-03-04 06:51:25.848693,2025-03-08 17:42:35.879987,2025-03-15 01:52:24.860932,2025-03-17 02:39:35.244603000,Low,0,15.110824590312502,2.285715841354167,4.452199436273148,6.340150242418981,2.0327590702662035,E017,E017,FTE,Active,1,0,10.083046207471064,2.625,3.625,3.347826086956522,2025-03,1.8235294117647058,8.315835871724538,0.8247344800981765,7.4022118419392875
REQ-10493,Team D,E012,E012,E012,Completed,2025-05-16,2025-05-18 08:36:33.739512,2025-05-20 08:09:06.236096,2025-05-29 08:50:32.753098,2025-05-31 20:43:01.339249000,Low,0,15.863209945011574,2.3587238369444443,1.980931673425926,9.028779131967593,2.4947753026736113,E012,E012,Dedicated Contractor,Active,1,0,7.707467308356481,1.875,2.875,2.5652173913043477,2025-05,1.6363636363636365,6.084542629635417,0.7894347632248171,5.317258187808753
REQ-10494,Team G,E015,E015,E015,Completed,2024-06-29,2024-07-01 15:09:46.074822,2024-07-04 11:01:05.931311,2024-07-12 12:17:59.343599,2024-07-16 00:04:56.538575000,Medium,0,17.00343215943287,2.6317832734027777,2.82731315380787,8.053395975555555,3.4909397566666667,E015,E015,Dedicated Contractor,Active,2,0,5.228315591921296,0.375,2.375,2.0434782608695654,2024-06,1.9230769230769231,7.765345489652778,1.4852480408129258,2.645865053043082
REQ-10495,Team D,E014,E014,E014,Completed,2024-07-29,2024-07-31 19:46:13.402496,2024-08-03 22:01:40.904300,2024-08-12 04:15:53.506120,2024-08-12 21:03:24.974642000,Low,1,14.877372391689814,2.8237662325925927,3.094068307916667,8.25986807662037,0.6996697745601852,E014,E014,Shared Contractor,Active,1,4,7.707467308356481,1.875,6.875,6.739130434782608,2024-07,1.7647058823529411,7.758753411741898,1.006654079911544,11.813972006401265
REQ-10496,Team A,E010,E010,E010,Completed,2025-06-02,2025-06-03 19:36:18.869047,2025-06-06 02:55:09.769012,2025-06-11 19:32:33.071094,2025-06-12 15:23:12.080677000,High,0,10.641112044872685,1.8168850584143517,2.304755786631944,5.69263081113426,0.8268403886921297,E010,E010,Dedicated Contractor,Inactive,3,0,6.8314159208854175,1.5,4.5,4.260869565217391,2025-06,1.5,8.140595107465277,1.1916409719070622,5.3634479667123705
REQ-10497,Team A,E014,E014,E014,Completed,2025-12-18,2025-12-18 20:41:42.816203,2025-12-19 03:53:42.816203,2025-12-26 12:56:27.988467,2025-12-28 05:59:12.965452000,Low,0,10.249455618657407,0.8623011134606481,0.3,7.376911716018519,1.7102427891782406,E014,E014,Shared Contractor,Active,1,0,6.8314159208854175,1.5,2.5,2.1739130434782608,2025-12,1.7647058823529411,7.758753411741898,1.1357460154082213,3.377794932585332
REQ-10498,Team C,E002,E002,E002,Completed,2024-07-10,2024-07-10 19:42:34.338604,2024-07-13 01:43:29.326312,2024-07-26 00:19:49.274228,2024-07-27 21:18:02.460137000,Medium,0,17.887528473807873,0.8212307708796297,2.2506364318055554,12.941897545324073,1.873763725798611,E002,E002,Shared Contractor,Active,2,0,8.919905509016203,2.25,4.25,4.0,2024-07,1.7333333333333334,8.045015769618056,0.9019171516431634,7.687328398957484
REQ-10499,Team D,E022,E022,E022,Completed,2025-12-06,2025-12-08 08:21:12.982295,2025-12-08 16:08:48.348520,2025-12-14 10:41:41.801304,2025-12-15 20:28:04.083665000,Medium,1,9.852825042418981,2.3480669247106483,0.3247148868634259,5.772840888703704,1.4072023421412037,E022,E022,FTE,Active,2,4,7.707467308356481,1.875,7.875,7.782608695652174,2025-12,1.45,8.140595107465277,1.056195865876615,10.68436544137538
REQ-10500,Team B,E010,E010,E010,Completed,2024-05-15,2024-05-17 09:01:48.846890,2024-05-19 07:07:32.546378,2024-05-27 10:29:59.963663,2024-06-03 23:17:16.607496000,Medium,0,19.970331105277776,2.3762598019675925,1.9206446700000002,8.140595107465277,7.532831525844907,E010,E010,Dedicated Contractor,Inactive,2,0,13.013392610353009,3.0,5.0,4.782608695652174,2024-05,1.5,8.140595107465277,0.6255551762104602,11.46807398659377
REQ-10501,Team D,E015,E015,E015,Completed,2025-10-02,2025-10-05 21:18:21.253180,2025-10-07 11:46:52.761654,2025-10-14 18:56:00.591368,2025-10-16 23:30:50.643711000,High,0,14.979752820729166,3.8877459858796297,1.603142459189815,7.298007288356481,2.1908570873032405,E015,E015,Dedicated Contractor,Active,3,0,7.707467308356481,1.875,4.875,4.6521739130434785,2025-10,1.9230769230769231,7.765345489652778,1.007509364487806,8.879806590048487
REQ-10502,Team D,E023,E023,E010,Completed,2024-08-20,2024-08-24 04:01:04.601052,2024-08-25 20:07:30.160257,2024-08-29 23:10:37.936964,2024-08-31 03:21:47.868760000,High,0,11.140137369907407,4.167414364027778,1.6711291574652778,4.127173341516204,1.1744205068981481,E023,E023,Dedicated Contractor,Inactive,3,0,7.707467308356481,1.875,4.875,4.6521739130434785,2024-08,1.5333333333333334,8.214409807175926,1.0657729028924734,6.693108179025472
REQ-10503,Team F,E004,E004,E005,Completed,2024-05-01,2024-05-04 10:32:35.855523,2024-05-08 03:35:17.711908,2024-05-21 13:48:43.100725,2024-05-22 22:05:01.397285000,Medium,1,21.92015506116898,3.439303883368056,3.710206671122685,13.425988296493054,1.344656210185185,E004,E004,Dedicated Contractor,Active,2,4,10.083046207471064,2.625,8.625,8.565217391304348,2024-05,1.4666666666666666,8.764955488929399,0.8692765369293833,14.451464300364778
REQ-10504,Team A,E011,E011,E001,Completed,2025-03-23,2025-03-25 19:32:01.462435,2025-03-31 03:19:06.481958,2025-04-09 03:56:23.518629,2025-04-10 18:38:02.098505000,Low,0,18.7764131771412,2.8139058152199072,5.324363651886574,9.025891628136574,1.6122520818981483,E011,E011,FTE,Active,1,0,6.8314159208854175,1.5,2.5,2.1739130434782608,2025-03,1.875,7.933169563703704,1.1612774943844275,3.5100025413670832
REQ-10505,Team F,E015,E015,E014,Completed,2024-12-04,2024-12-06 23:47:39.982075,2024-12-09 10:57:47.690747,2024-12-16 02:26:42.384052,2024-12-17 12:38:30.727748000,High,0,13.526744534120372,2.9914349777199076,2.4653669985185185,6.6450774688078695,1.424865089074074,E015,E015,Dedicated Contractor,Active,3,0,10.083046207471064,2.625,5.625,5.434782608695652,2024-12,1.9230769230769231,7.765345489652778,0.7701388379931277,13.570936175557053
REQ-10506,Team D,E022,E022,E022,Completed,2025-07-24,2025-07-26 15:12:26.271084,2025-07-29 01:41:38.195251,2025-08-05 02:18:05.459296,2025-08-06 13:01:24.725061000,Low,0,13.542647280798612,2.6336373968055558,2.436943566747685,7.0253155560763885,1.4467507611689816,E022,E022,FTE,Active,1,0,7.707467308356481,1.875,2.875,2.5652173913043477,2025-07,1.45,8.140595107465277,1.056195865876615,3.5216623521851806
REQ-10507,Team G,E012,E012,E014,Completed,2025-01-09,2025-01-09 04:48:00.000000,2025-01-10 21:59:25.734571,2025-01-19 01:21:53.151856,2025-01-20 13:21:21.172719500,Low,1,11.556495054623843,0.2,1.7162700760532408,8.140595107465277,1.4996298711053242,E012,E012,Dedicated Contractor,Active,1,4,5.228315591921296,0.375,5.375,5.173913043478261,2025-01,1.6363636363636365,6.084542629635417,1.1637672827243153,7.274996717759543
REQ-10508,Team G,E014,E014,E010,Completed,2024-07-12,2024-07-15 01:29:04.404755,2024-07-17 10:40:03.928870,2024-07-26 03:39:36.708704,2024-07-27 02:01:43.290316000,High,0,15.084528823101854,3.061856536516204,2.382633380960648,8.708018285115742,0.9320206205092592,E014,E014,Shared Contractor,Active,3,0,5.228315591921296,0.375,3.375,3.0869565217391304,2024-07,1.7647058823529411,7.758753411741898,1.4839871991909959,3.6709011610414106
REQ-10509,Team D,E016,E016,E016,Completed,2025-07-05,2025-07-07 03:07:17.858853,2025-07-11 07:37:33.305053,2025-07-19 00:55:40.686489,2025-07-20 17:25:12.012263000,Low,1,15.725833475266203,2.1300678107986113,4.187678775462963,7.72091876662037,1.6871681223842592,E016,E016,FTE,Active,1,4,7.707467308356481,1.875,6.875,6.739130434782608,2025-07,1.7333333333333334,8.140595107465277,1.056195865876615,11.05965266261935
REQ-10510,Team G,E004,E004,E004,Completed,2025-11-09,2025-11-10 08:16:07.646340,2025-11-12 21:17:57.656330,2025-11-18 07:28:22.655789,2025-11-20 09:03:31.402524000,Medium,1,11.377446788472223,1.34453294375,2.5429399304398146,5.423900456701389,2.0660734575810182,E004,E004,Dedicated Contractor,Active,2,4,5.228315591921296,0.375,6.375,6.217391304347826,2025-11,1.4666666666666666,8.764955488929399,1.6764396362134026,5.439408841649078
REQ-10511,Team G,E006,E006,E006,Completed,2025-01-24,2025-01-25 03:00:59.857631,2025-01-28 11:09:09.842317,2025-01-30 22:14:57.639270,2025-02-01 06:39:07.528048000,Low,1,8.277170463518518,1.1256927966550927,3.339004452384259,2.4623587610300928,1.350114453449074,E006,E006,FTE,Active,1,4,5.228315591921296,0.375,5.375,5.173913043478261,2025-01,1.6842105263157894,7.964227698483796,1.5232874830260792,5.720495249365522
REQ-10512,Team D,E011,E011,E011,Completed,2025-08-02,2025-08-05 06:00:07.520444,2025-08-05 16:07:20.277195,2025-08-11 01:01:19.018886,2025-08-13 02:05:04.297876000,High,0,11.086855299490741,3.250087042175926,0.4216754253587963,5.370818769571759,2.0442740623842592,E011,E011,FTE,Active,3,0,7.707467308356481,1.875,4.875,4.6521739130434785,2025-08,1.875,7.933169563703704,1.0292835825722562,8.474657747049196
REQ-10513,Team F,E011,E011,E011,Completed,2025-01-16,2025-01-17 10:51:54.080224,2025-01-18 07:23:04.268474,2025-01-26 21:24:10.823250,2025-01-28 19:56:33.868318000,Medium,1,12.830947549976853,1.452709261851852,0.8549790306712963,8.58410364324074,1.9391556142129631,E011,E011,FTE,Active,2,4,10.083046207471064,2.625,8.625,8.565217391304348,2025-01,1.875,7.933169563703704,0.786783021764355,20.41195877953964
REQ-10514,Team B,E022,E022,E019,Completed,2025-09-08,2025-09-09 11:41:44.692542,2025-09-10 13:45:01.873987,2025-09-23 19:49:27.902538,2025-09-25 13:51:20.533333000,Low,1,17.577320987650463,1.4873228303472223,1.0856155259837963,13.253079034155093,1.7513035971643518,E022,E022,FTE,Active,1,4,13.013392610353009,3.0,8.0,7.913043478260869,2025-09,1.45,8.140595107465277,0.6255551762104602,18.341968030679368
REQ-10515,Team F,E002,E009,E002,Completed,2025-08-03,2025-08-05 04:21:08.884908,2025-08-09 07:02:02.965815,2025-08-18 09:39:49.944242,2025-08-20 08:41:07.722505000,Low,1,17.36189493640046,2.1813528345833335,4.111737047534723,9.10957150957176,1.959233544710648,E002,E002,Shared Contractor,Active,1,4,10.083046207471064,2.625,7.625,7.521739130434782,2025-08,1.7333333333333334,8.045015769618056,0.797875523337092,16.340495200166757
REQ-10516,Team C,E007,E007,E010,Completed,2025-09-23,2025-09-24 13:45:12.170926,2025-09-27 07:59:36.171605,2025-10-05 11:22:03.588890,2025-10-06 23:21:31.609753500,High,1,13.973282520295138,1.5730575338657407,2.760000007858796,8.140595107465277,1.4996298711053242,E007,E007,Dedicated Contractor,Active,3,4,8.919905509016203,2.25,9.25,9.217391304347826,2025-09,1.631578947368421,7.888772195081018,0.8844008702902828,17.004620989229142
REQ-10517,Team B,E003,E003,E003,Completed,2025-02-07,2025-02-07 22:26:23.166844,2025-02-09 09:51:24.925381,2025-02-19 03:19:45.719540,2025-02-20 05:50:59.268792000,Medium,0,13.243741536944443,0.9349903569907408,1.4757147978819445,9.728018450914352,1.1050179311574073,E003,E003,FTE,Active,2,0,13.013392610353009,3.0,5.0,4.782608695652174,2025-02,1.65,7.23879358712963,0.5562572193027276,14.186430438993478
REQ-10518,Team B,E006,E006,E016,Completed,2025-08-23,2025-08-23 06:44:37.559732,2025-08-27 11:02:20.495721,2025-09-08 10:01:23.076995,2025-09-09 23:45:54.482125000,Low,1,17.990213913483796,0.28099027467592597,4.1789691665393525,11.957668764745371,1.5725857075231482,E006,E006,FTE,Active,1,4,13.013392610353009,3.0,8.0,7.913043478260869,2025-08,1.6842105263157894,7.964227698483796,0.6120024145085525,21.776435525966736
REQ-10519,Team A,E002,E002,E001,Completed,2025-05-29,2025-05-30 20:03:31.143341,2025-06-01 19:05:44.191623,2025-06-05 13:25:48.054417,2025-06-07 04:58:52.130344000,Low,1,9.207547804907406,1.8357771220023147,1.9598732440046296,3.763933597152778,1.6479638417476852,E002,E002,Shared Contractor,Active,1,4,6.8314159208854175,1.5,6.5,6.3478260869565215,2025-05,1.7333333333333334,8.045015769618056,1.1776498258614803,9.343098694618956
REQ-10520,Team B,E010,E010,E010,Completed,2025-04-21,2025-04-21 04:48:00.000000,2025-04-21 12:00:00.000000,2025-04-30 12:12:39.507769,2025-05-01 18:36:16.006310000,Medium,1,10.775185258217592,0.2,0.3,9.00879059917824,1.2663946590393518,E010,E010,Dedicated Contractor,Inactive,2,4,13.013392610353009,3.0,9.0,8.956521739130434,2025-04,1.5,8.140595107465277,0.6255551762104602,21.47657492034833
REQ-10521,Team E,E007,E007,E005,Completed,2025-09-25,2025-09-26 05:47:20.041248,2025-09-28 11:48:15.028956,2025-10-01 23:46:50.147933,2025-10-02 23:44:02.826769000,Medium,1,7.988921606122686,1.241204181111111,2.2506364318055554,3.499017580752315,0.9980634124537038,E007,E007,Dedicated Contractor,Active,2,4,5.667382061608796,0.75,6.75,6.608695652173913,2025-09,1.631578947368421,7.888772195081018,1.3919605400384172,7.746346527434306
REQ-10522,Team A,E005,E005,E005,Completed,2025-02-24,2025-02-25 19:36:18.869047,2025-03-01 07:20:15.221655,2025-03-08 09:53:36.357015,2025-03-10 05:05:47.894824000,High,0,14.212359893796297,1.8168850584143517,3.4888466737037036,7.106494622222222,1.8001335394560185,E005,E005,Shared Contractor,Active,3,0,6.8314159208854175,1.5,4.5,4.260869565217391,2025-02,1.5833333333333333,7.106494622222222,1.040266718425944,6.485237576188469
REQ-10523,Team B,E020,E020,E020,Completed,2024-12-03,2024-12-04 19:36:18.869047,2024-12-09 17:41:42.763111,2024-12-18 20:51:26.376451,2024-12-19 14:31:44.725172000,Medium,1,16.605378763564815,1.8168850584143517,4.920415440555556,9.131754784027779,0.7363234805671297,E020,E020,Shared Contractor,Active,2,4,13.013392610353009,3.0,9.0,8.956521739130434,2024-12,1.55,9.131754784027779,0.7017197634353142,19.78369346145956
REQ-10524,Team C,E003,E003,E012,Completed,2024-06-11,2024-06-12 20:37:49.525447,2024-06-14 16:12:57.157823,2024-06-27 15:21:25.190276,2024-06-30 10:56:35.469438000,Low,0,19.45596608145833,1.8596009889699072,1.8160605599074073,12.96421333857639,2.8160911940046294,E003,E003,FTE,Active,1,0,8.919905509016203,2.25,3.25,2.9565217391304346,2024-06,1.65,7.23879358712963,0.8115325414392212,6.0111709887983205
REQ-10525,Team H,E015,E004,E015,Completed,2025-05-21,2025-05-21 12:46:13.533442,2025-05-22 05:14:19.385669,2025-05-24 04:41:03.167507,2025-05-26 09:00:14.781435000,Medium,1,5.375171081423611,0.5321010815046296,0.6861788452199075,1.976895623125,2.179995531574074,E015,E015,Dedicated Contractor,Active,2,4,5.812891981689815,1.125,7.125,7.0,2025-05,1.9230769230769231,7.765345489652778,1.3358833286620582,10.076881844929336
REQ-10526,Team C,E011,E011,E022,Completed,2024-04-22,2024-04-24 10:43:51.953388,2024-04-25 05:27:56.427933,2024-05-09 05:25:53.284702,2024-05-10 17:25:21.305565500,Low,0,18.72594103663773,2.4471290901388887,0.7806073442708333,13.998574731122684,1.4996298711053242,E011,E011,FTE,Active,1,0,8.919905509016203,2.25,3.25,2.9565217391304346,2024-04,1.875,7.933169563703704,0.8893782064938792,6.23298189723262
REQ-10527,Team C,E024,E024,E009,Completed,2025-07-23,2025-07-23 17:08:31.397788,2025-07-25 22:56:35.541921,2025-08-03 00:51:07.506709,2025-08-04 12:50:35.527572500,Low,0,12.53513342097801,0.714252289212963,2.2417146311689815,8.079536629490741,1.4996298711053242,E024,E024,FTE,Active,1,0,8.919905509016203,2.25,3.25,2.9565217391304346,2025-07,1.368421052631579,9.16785634474537,1.0277974733564765,3.9363461141588156
REQ-10529,Team C,E013,E013,E013,Completed,2024-10-05,2024-10-08 03:46:06.478132,2024-10-10 17:59:44.941921,2024-10-16 07:00:14.603398,2024-10-17 11:12:06.257447000,High,1,12.466739090821758,3.1570194228240744,2.5928062938541667,5.542009970798611,1.1749034033449075,E013,E013,Shared Contractor,Active,3,4,8.919905509016203,2.25,9.25,9.217391304347826,2024-10,1.6923076923076923,7.271221182193287,0.8151679605623139,19.135519257402724
REQ-10530,Team F,E003,E003,E003,Completed,2024-12-14,2024-12-14 04:48:00.000000,2024-12-16 10:00:02.566634,2024-12-26 10:54:25.102700,2024-12-27 04:34:53.033985000,Medium,1,13.190891597048612,0.2,2.2166963730787037,10.037760834097222,0.7364343898726852,E003,E003,FTE,Active,2,4,10.083046207471064,2.625,8.625,8.565217391304348,2024-12,1.65,7.23879358712963,0.7179173275796379,19.685565667147735
REQ-10531,Team D,E010,E010,E010,Completed,2025-10-11,2025-10-12 03:17:56.189736,2025-10-12 10:29:56.189736,2025-10-19 09:49:13.188328,2025-10-21 15:07:40.317822000,Medium,0,10.630327752569444,1.1374558997222222,0.3,6.97172452074074,2.221147332106481,E010,E010,Dedicated Contractor,Inactive,2,0,7.707467308356481,1.875,3.875,3.608695652173913,2025-10,1.5,8.140595107465277,1.056195865876615,5.125037555196435
REQ-10532,Team C,E004,E004,E013,Completed,2025-02-21,2025-02-21 04:48:00.000000,2025-02-23 12:36:13.252940,2025-03-04 04:44:14.108253,2025-03-05 16:53:08.260229000,Low,1,12.703567826724536,0.2,2.3251533905092594,8.672232121678242,1.506182314537037,E004,E004,Dedicated Contractor,Active,1,4,8.919905509016203,2.25,7.25,7.130434782608695,2025-02,1.4666666666666666,8.764955488929399,0.9826287374983758,10.642850768966076
REQ-10533,Team B,E014,E014,E014,Completed,2024-11-03,2024-11-03 06:39:17.466354,2024-11-05 21:20:47.214499,2024-11-14 00:43:14.631784,2024-11-23 09:15:44.393550000,High,1,20.385930480902775,0.2772854902083333,2.6121498627893516,8.140595107465277,9.355900020439814,E014,E014,Shared Contractor,Active,3,4,13.013392610353009,3.0,10.0,10.0,2024-11,1.7647058823529411,7.758753411741898,0.5962129664457598,29.59858274926472
REQ-10534,Team B,E009,E009,E008,Completed,2025-04-11,2025-04-11 16:32:24.632167,2025-04-13 13:04:18.264842,2025-04-26 10:20:09.649362,2025-04-27 22:01:32.405113000,Medium,0,16.917736170289352,0.6891739834143519,1.8554818596643519,12.886011394907408,1.4870689323032409,E009,E009,FTE,Active,2,0,13.013392610353009,3.0,5.0,4.782608695652174,2025-04,1.75,8.168770140862268,0.6277202560048388,13.333272484561638
REQ-10535,Team B,E006,E006,E006,Completed,2024-04-04,2024-04-04 04:48:00.000000,2024-04-05 23:05:57.837340,2024-04-18 12:39:51.540098,2024-04-20 17:30:40.781944000,High,0,16.729638679907406,0.2,1.7624749692129629,12.565204893032407,2.201958817662037,E006,E006,FTE,Active,3,0,13.013392610353009,3.0,6.0,5.826086956521739,2024-04,1.6842105263157894,7.964227698483796,0.6120024145085525,16.03319978285463
REQ-10537,Team G,E002,E002,E002,Completed,2024-09-12,2024-09-12 23:33:04.888147,2024-09-16 10:31:01.192985,2024-09-24 09:18:12.500690,2024-09-25 21:17:40.521553500,Low,0,13.887274555017362,0.981306575775463,3.4569016763657405,7.949436431770834,1.4996298711053242,E002,E002,Shared Contractor,Active,1,0,5.228315591921296,0.375,1.375,1.0,2024-09,1.7333333333333334,8.045015769618056,1.5387395095370824,1.126463135956516
REQ-10538,Team A,E020,E020,E020,Completed,2025-11-06,2025-11-09 08:13:32.422133,2025-11-11 21:12:23.167463,2025-11-17 16:06:25.631726,2025-11-19 04:08:29.693339000,Low,0,13.172565895127315,3.3427363672800925,2.5408651079861113,5.7875285215625,1.5014358982986111,E020,E020,Shared Contractor,Active,1,0,6.8314159208854175,1.5,2.5,2.1739130434782608,2025-11,1.55,9.131754784027779,1.3367294408337262,2.5207533510219435
REQ-10539,Team F,E024,E024,E024,Completed,2024-04-04,2024-04-06 10:36:03.678785,2024-04-11 06:42:12.456385,2024-04-24 07:44:17.919680,2024-04-26 11:35:58.631592000,Medium,1,22.483317495277777,2.4417092451967592,4.837601592592592,13.043118788136573,2.1608878693518516,E024,E024,FTE,Active,2,4,10.083046207471064,2.625,8.625,8.565217391304348,2024-04,1.368421052631579,9.16785634474537,0.9092347844198532,12.890866033139721
REQ-10540,Team C,E004,E004,E004,Completed,2024-07-16,2024-07-19 02:47:25.516450,2024-07-22 13:15:47.052619,2024-08-01 07:46:17.762082,2024-08-02 19:45:45.782945500,High,1,17.82344656186921,3.1162675515046296,3.4363603723263894,9.77118876693287,1.4996298711053242,E004,E004,Dedicated Contractor,Active,3,4,8.919905509016203,2.25,9.25,9.217391304347826,2024-07,1.4666666666666666,8.764955488929399,0.9826287374983758,13.757831481834195
REQ-10541,Team G,E004,E004,E004,Completed,2024-01-11,2024-01-12 12:13:45.855954,2024-01-15 07:57:09.655849,2024-01-21 18:41:13.218789,2024-01-23 18:15:16.182705000,High,1,12.760603966493056,1.509558517986111,2.821803239525463,6.447263459953703,1.9819787490277778,E004,E004,Dedicated Contractor,Active,3,4,5.228315591921296,0.375,7.375,7.260869565217392,2024-01,1.4666666666666666,8.764955488929399,1.6764396362134026,6.352316619268503
REQ-10542,Team E,E022,E022,E013,Completed,2025-01-14,2025-01-16 12:27:44.039081,2025-01-19 10:06:15.658191,2025-01-20 10:06:15.658191,2025-01-21 18:00:37.607092000,Low,0,7.750435267268518,2.519259711585648,2.9017548508101854,1.0,1.3294207048726852,E022,E022,FTE,Active,1,0,5.667382061608796,0.75,1.75,1.391304347826087,2025-01,1.45,8.140595107465277,1.4363942679301933,1.4044829817197992
REQ-10543,Team A,E018,E018,E020,Completed,2025-05-27,2025-05-27 13:58:53.019354,2025-05-30 04:43:36.057650,2025-06-06 02:48:18.792098,2025-06-06 07:36:18.792098000,Medium,1,10.316884167800925,0.582558094375,2.614387017314815,6.919939056111111,0.2,E018,E018,Dedicated Contractor,Active,2,4,6.8314159208854175,1.5,7.5,7.391304347826087,2025-05,1.8,8.140595107465277,1.1916409719070622,11.164728420503303
REQ-10544,Team B,E016,E016,E016,Completed,2024-08-01,2024-08-02 08:25:52.693022,2024-08-04 21:06:08.693651,2024-08-13 00:28:36.110936,2024-08-14 12:28:04.131799500,Medium,0,13.519492266197917,1.3513043173842594,2.5279629702430553,8.140595107465277,1.4996298711053242,E016,E016,FTE,Active,2,0,13.013392610353009,3.0,5.0,4.782608695652174,2024-08,1.7333333333333334,8.140595107465277,0.6255551762104602,13.251996606730579
REQ-10545,Team G,E006,E006,E013,Completed,2025-11-24,2025-11-26 00:49:40.994143,2025-11-29 06:23:42.943968,2025-11-30 06:23:42.943968,2025-12-02 16:18:10.265462000,Low,0,8.67928547988426,2.034502247025463,3.2319670118634263,1.0,2.4128162209953703,E006,E006,FTE,Active,1,0,5.228315591921296,0.375,1.375,1.0,2025-11,1.6842105263157894,7.964227698483796,1.5232874830260792,1.1056419389530001
REQ-10546,Team F,E008,E008,E008,Completed,2025-01-10,2025-01-10 12:35:49.307526,2025-01-13 15:28:45.731960,2025-01-30 04:21:57.063516,2025-02-01 11:22:23.024459000,Medium,1,22.47387759790509,0.5248762445138888,3.120097505023148,16.536936707824076,2.2919671405439814,E008,E008,FTE,Active,2,4,10.083046207471064,2.625,8.625,8.565217391304348,2025-01,1.9285714285714286,9.410966931585648,0.9333456118263708,17.698303105587016
